"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate,Footnote Number
059112,Not Available,9,Not Available,9,98,9,Not Available,9,90,9,Not Available,9,100,9,Not Available,9,97,9,97,9,7,9,16,9,9
059113,Not Available,9,Not Available,9,96,9,Not Available,9,87,9,Not Available,9,84,9,Not Available,9,82,9,82,9,10,9,6,9,9
059114,3,11,2,11,85,11,2,11,81,11,3,11,81,11,3,11,83,11,74,11,55,11,16,11,11
059115,Not Available,9,Not Available,9,85,9,Not Available,9,74,9,Not Available,9,68,9,Not Available,9,34,9,67,9,6,9,13,9,9
059116,Not Available,11,Not Available,11,92,11,Not Available,11,89,11,Not Available,11,88,11,Not Available,11,76,11,82,11,27,11,26,11,11
059117,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059118,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,100,9,2,9,3,9,9
059119,Not Available,11,Not Available,11,91,11,Not Available,11,96,11,Not Available,11,87,11,Not Available,11,100,11,100,11,15,11,18,11,11
059120,2,,2,,81,,2,,80,,3,,77,,2,,72,,62,,85,,22,,
059122,3,11,2,11,84,11,3,11,79,11,3,11,81,11,2,11,74,11,56,11,62,11,22,11,11
059126,Not Available,11,Not Available,11,90,11,Not Available,11,86,11,Not Available,11,74,11,Not Available,11,92,11,83,11,18,11,11,11,11
059127,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059128,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059129,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059130,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059132,Not Available,11,Not Available,11,90,11,Not Available,11,74,11,Not Available,11,63,11,Not Available,11,85,11,77,11,25,11,20,11,11
059133,Not Available,9,Not Available,9,81,9,Not Available,9,76,9,Not Available,9,62,9,Not Available,9,76,9,67,9,9,9,11,9,9
059134,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059135,Not Available,9,Not Available,9,75,9,Not Available,9,92,9,Not Available,9,61,9,Not Available,9,78,9,87,9,8,9,13,9,9
059137,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059138,3,,4,,89,,3,,86,,3,,81,,3,,86,,75,,81,,19,,
059139,Not Available,11,Not Available,11,92,11,Not Available,11,86,11,Not Available,11,82,11,Not Available,11,84,11,82,11,27,11,15,11,11
059140,Not Available,11,Not Available,11,99,11,Not Available,11,96,11,Not Available,11,98,11,Not Available,11,98,11,93,11,35,11,28,11,11
059141,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059142,Not Available,11,Not Available,11,94,11,Not Available,11,97,11,Not Available,11,89,11,Not Available,11,89,11,89,11,39,11,26,11,11
059143,1,,1,,79,,1,,77,,1,,66,,1,,72,,67,,91,,21,,
059144,Not Available,11,Not Available,11,66,11,Not Available,11,71,11,Not Available,11,79,11,Not Available,11,66,11,50,11,20,11,15,11,11
059145,3,,3,,87,,2,,81,,3,,76,,2,,80,,68,,198,,24,,
059147,Not Available,11,Not Available,11,92,11,Not Available,11,82,11,Not Available,11,86,11,Not Available,11,91,11,90,11,17,11,25,11,11
059152,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059153,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,98,9,Not Available,9,100,9,100,9,1,9,5,9,9
059156,Not Available,9,Not Available,9,71,9,Not Available,9,80,9,Not Available,9,80,9,Not Available,9,57,9,75,9,10,9,10,9,9
059158,Not Available,11,Not Available,11,96,11,Not Available,11,98,11,Not Available,11,96,11,Not Available,11,98,11,93,11,25,11,11,11,11
059159,5,,5,,92,,3,,89,,5,,89,,5,,95,,88,,75,,28,,
059160,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059161,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059162,Not Available,11,Not Available,11,95,11,Not Available,11,89,11,Not Available,11,86,11,Not Available,11,55,11,55,11,16,11,9,11,11
059163,Not Available,9,Not Available,9,96,9,Not Available,9,98,9,Not Available,9,87,9,Not Available,9,100,9,88,9,6,9,18,9,9
059164,Not Available,11,Not Available,11,90,11,Not Available,11,83,11,Not Available,11,91,11,Not Available,11,84,11,72,11,14,11,15,11,11
059165,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059166,Not Available,11,Not Available,11,90,11,Not Available,11,84,11,Not Available,11,79,11,Not Available,11,88,11,81,11,39,11,16,11,11
059167,Not Available,9,Not Available,9,97,9,Not Available,9,98,9,Not Available,9,76,9,Not Available,9,68,9,67,9,8,9,9,9,9
059168,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059169,2,,2,,80,,2,,78,,2,,67,,2,,76,,61,,233,,17,,
059171,Not Available,11,Not Available,11,85,11,Not Available,11,85,11,Not Available,11,89,11,Not Available,11,97,11,91,11,17,11,9,11,11
059173,2,,2,,78,,2,,77,,3,,79,,2,,73,,65,,267,,23,,
059174,3,11,3,11,85,11,2,11,79,11,4,11,84,11,2,11,80,11,73,11,55,11,10,11,11
059175,4,,4,,89,,4,,89,,3,,77,,4,,84,,83,,113,,14,,
059178,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059180,1,11,1,11,66,11,1,11,65,11,2,11,68,11,1,11,50,11,39,11,65,11,19,11,11
059182,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059183,Not Available,9,Not Available,9,90,9,Not Available,9,100,9,Not Available,9,73,9,Not Available,9,100,9,51,9,2,9,6,9,9
059184,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,97,9,100,9,9,9,15,9,9
059185,Not Available,11,Not Available,11,92,11,Not Available,11,89,11,Not Available,11,94,11,Not Available,11,96,11,86,11,25,11,10,11,11
059186,Not Available,11,Not Available,11,91,11,Not Available,11,89,11,Not Available,11,93,11,Not Available,11,78,11,80,11,29,11,10,11,11
059187,Not Available,11,Not Available,11,94,11,Not Available,11,85,11,Not Available,11,89,11,Not Available,11,92,11,83,11,13,11,18,11,11
059190,Not Available,9,Not Available,9,86,9,Not Available,9,92,9,Not Available,9,76,9,Not Available,9,71,9,46,9,6,9,6,9,9
059192,Not Available,11,Not Available,11,91,11,Not Available,11,79,11,Not Available,11,96,11,Not Available,11,85,11,79,11,11,11,14,11,11
059193,Not Available,11,Not Available,11,90,11,Not Available,11,87,11,Not Available,11,74,11,Not Available,11,85,11,85,11,35,11,19,11,11
059195,Not Available,9,Not Available,9,94,9,Not Available,9,86,9,Not Available,9,97,9,Not Available,9,96,9,83,9,7,9,7,9,9
059197,Not Available,11,Not Available,11,94,11,Not Available,11,80,11,Not Available,11,66,11,Not Available,11,92,11,75,11,14,11,26,11,11
059198,Not Available,11,Not Available,11,85,11,Not Available,11,78,11,Not Available,11,90,11,Not Available,11,76,11,70,11,17,11,10,11,11
059200,Not Available,11,Not Available,11,86,11,Not Available,11,78,11,Not Available,11,75,11,Not Available,11,88,11,73,11,39,11,25,11,11
059201,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059202,Not Available,11,Not Available,11,89,11,Not Available,11,85,11,Not Available,11,81,11,Not Available,11,87,11,89,11,12,11,10,11,11
059205,Not Available,9,Not Available,9,90,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,70,9,70,9,7,9,12,9,9
059206,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059207,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059208,Not Available,11,Not Available,11,59,11,Not Available,11,58,11,Not Available,11,75,11,Not Available,11,54,11,38,11,14,11,14,11,11
059209,Not Available,9,Not Available,9,93,9,Not Available,9,93,9,Not Available,9,62,9,Not Available,9,86,9,70,9,5,9,5,9,9
059210,3,,3,,85,,3,,84,,3,,76,,3,,80,,68,,121,,22,,
059211,Not Available,11,Not Available,11,91,11,Not Available,11,89,11,Not Available,11,87,11,Not Available,11,84,11,72,11,28,11,18,11,11
059212,Not Available,11,Not Available,11,88,11,Not Available,11,91,11,Not Available,11,87,11,Not Available,11,87,11,85,11,19,11,16,11,11
059213,Not Available,11,Not Available,11,95,11,Not Available,11,97,11,Not Available,11,90,11,Not Available,11,89,11,76,11,21,11,20,11,11
059214,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059216,Not Available,11,Not Available,11,91,11,Not Available,11,83,11,Not Available,11,88,11,Not Available,11,81,11,81,11,24,11,21,11,11
059217,3,,3,,84,,2,,83,,3,,79,,2,,74,,73,,169,,17,,
059219,Not Available,11,Not Available,11,84,11,Not Available,11,88,11,Not Available,11,83,11,Not Available,11,77,11,74,11,37,11,21,11,11
059220,Not Available,9,Not Available,9,68,9,Not Available,9,46,9,Not Available,9,72,9,Not Available,9,39,9,39,9,8,9,17,9,9
059221,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059223,Not Available,9,Not Available,9,93,9,Not Available,9,42,9,Not Available,9,32,9,Not Available,9,2,9,28,9,3,9,21,9,9
059224,Not Available,9,Not Available,9,64,9,Not Available,9,64,9,Not Available,9,100,9,Not Available,9,59,9,66,9,8,9,21,9,9
059227,3,,4,,89,,2,,82,,3,,76,,4,,88,,81,,317,,28,,
059230,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059231,5,11,5,11,95,11,5,11,96,11,5,11,95,11,5,11,100,11,87,11,58,11,32,11,11
059232,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059233,5,11,5,11,100,11,5,11,99,11,5,11,100,11,5,11,100,11,100,11,44,11,31,11,11
059234,Not Available,11,Not Available,11,100,11,Not Available,11,85,11,Not Available,11,97,11,Not Available,11,100,11,100,11,35,11,25,11,11
059236,3,,3,,85,,3,,84,,3,,79,,3,,83,,79,,254,,31,,
059237,3,,3,,84,,3,,83,,3,,81,,2,,74,,68,,101,,18,,
059239,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059241,Not Available,11,Not Available,11,87,11,Not Available,11,80,11,Not Available,11,79,11,Not Available,11,65,11,60,11,38,11,18,11,11
059242,Not Available,11,Not Available,11,94,11,Not Available,11,91,11,Not Available,11,85,11,Not Available,11,86,11,78,11,22,11,11,11,11
059243,Not Available,9,Not Available,9,94,9,Not Available,9,96,9,Not Available,9,93,9,Not Available,9,100,9,88,9,5,9,8,9,9
059244,Not Available,9,Not Available,9,94,9,Not Available,9,61,9,Not Available,9,60,9,Not Available,9,47,9,56,9,7,9,16,9,9
059245,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059246,Not Available,11,Not Available,11,83,11,Not Available,11,78,11,Not Available,11,79,11,Not Available,11,90,11,70,11,29,11,21,11,11
059247,Not Available,11,Not Available,11,94,11,Not Available,11,87,11,Not Available,11,80,11,Not Available,11,91,11,75,11,21,11,18,11,11
059248,Not Available,11,Not Available,11,93,11,Not Available,11,84,11,Not Available,11,90,11,Not Available,11,86,11,88,11,29,11,27,11,11
059249,3,,3,,87,,3,,84,,3,,81,,3,,82,,74,,248,,20,,
059250,3,11,4,11,90,11,3,11,87,11,3,11,82,11,3,11,83,11,75,11,57,11,20,11,11
059251,3,11,3,11,83,11,2,11,76,11,3,11,79,11,2,11,71,11,65,11,68,11,21,11,11
059252,Not Available,9,Not Available,9,86,9,Not Available,9,88,9,Not Available,9,60,9,Not Available,9,86,9,85,9,8,9,16,9,9
059253,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059254,Not Available,11,Not Available,11,72,11,Not Available,11,86,11,Not Available,11,100,11,Not Available,11,63,11,69,11,15,11,10,11,11
059255,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059256,3,,3,,84,,2,,80,,3,,77,,2,,74,,66,,146,,21,,
059258,Not Available,9,Not Available,9,90,9,Not Available,9,83,9,Not Available,9,77,9,Not Available,9,75,9,61,9,8,9,13,9,9
059259,2,,3,,86,,2,,84,,2,,70,,2,,78,,70,,176,,15,,
059260,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059261,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059264,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059265,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059266,Not Available,11,Not Available,11,71,11,Not Available,11,55,11,Not Available,11,84,11,Not Available,11,48,11,68,11,30,11,10,11,11
059267,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059268,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059271,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,99,9,Not Available,9,100,9,100,9,2,9,3,9,9
059273,Not Available,11,Not Available,11,79,11,Not Available,11,65,11,Not Available,11,66,11,Not Available,11,70,11,66,11,28,11,5,11,11
059275,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059276,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059277,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059279,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059280,Not Available,9,Not Available,9,89,9,Not Available,9,90,9,Not Available,9,95,9,Not Available,9,91,9,94,9,8,9,10,9,9
059281,Not Available,11,Not Available,11,94,11,Not Available,11,97,11,Not Available,11,83,11,Not Available,11,91,11,73,11,22,11,14,11,11
059282,Not Available,11,Not Available,11,89,11,Not Available,11,88,11,Not Available,11,80,11,Not Available,11,62,11,80,11,11,11,22,11,11
059283,Not Available,11,Not Available,11,95,11,Not Available,11,94,11,Not Available,11,88,11,Not Available,11,97,11,98,11,11,11,11,11,11
059284,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
